house_type,area_sqft,num_bedrooms,age_years,distance_to_city_km,crime_rate_index,price_usd
Villa,2040.3,3.0,18.7,12.06,2.66,305900.0
Villa,1238.5,2.0,16.8,19.35,4.34,169000.0
Townhouse,1177.4,4.0,7.1,6.29,5.7,212500.0
Bungalow,1530.3,4.0,37.0,18.02,,206700.0
Bungalow,1774.2,1.0,,1.96,7.43,220100.0
Apartment,1443.3,2.0,19.3,1.73,5.89,125600.0
Bungalow,1966.5,2.0,,10.71,8.46,192300.0
Townhouse,1712.4,3.0,35.9,20.41,3.45,159000.0
Bungalow,628.7,2.0,5.4,22.3,9.13,50000.0
Apartment,1288.2,2.0,10.0,10.32,9.99,130700.0
Bungalow,1275.3,5.0,21.7,7.45,9.27,206000.0
Apartment,1691.7,4.0,32.0,4.03,8.0,182200.0
Apartment,450.1,2.0,1.5,39.12,8.31,50000.0
Apartment,2519.6,3.0,39.4,3.85,6.16,281400.0
Bungalow,1712.4,3.0,18.2,13.63,2.71,261400.0
Bungalow,1559.6,4.0,14.4,7.59,,211700.0
Apartment,1972.6,3.0,11.7,9.38,7.41,219600.0
Apartment,2437.5,2.0,7.0,5.0,9.87,282500.0
Villa,1848.3,4.0,31.7,33.47,5.87,247600.0
Apartment,1879.5,3.0,38.2,,,212500.0
Apartment,1552.3,2.0,16.5,27.77,7.15,83300.0
Villa,1443.4,3.0,38.1,0.5,9.81,248700.0
Bungalow,1309.7,3.0,33.0,,2.59,153500.0
Apartment,1169.6,2.0,19.2,12.63,3.93,100200.0
Apartment,1225.2,2.0,27.0,13.67,5.88,66800.0
Apartment,959.8,3.0,17.4,23.54,2.53,50000.0
Townhouse,1469.7,1.0,22.3,0.5,1.2,174900.0
Bungalow,826.1,4.0,2.3,0.5,4.03,185600.0
Bungalow,1576.4,2.0,27.9,6.39,,189400.0
Apartment,1485.5,1.0,2.1,,1.39,173500.0
Villa,1558.8,3.0,32.7,36.7,4.86,201100.0
Apartment,1291.1,4.0,33.0,2.51,7.86,138100.0
Bungalow,2730.7,4.0,9.5,6.4,9.58,307100.0
Townhouse,2044.0,3.0,12.9,0.63,9.87,198800.0
Bungalow,1002.2,2.0,19.3,7.38,4.8,95700.0
Townhouse,1593.1,4.0,23.9,4.78,9.55,203000.0
Bungalow,1256.8,3.0,11.5,0.5,1.32,190600.0
Apartment,1094.2,2.0,23.7,4.08,7.71,105600.0
Townhouse,964.0,5.0,11.9,4.97,6.78,175600.0
Apartment,1672.9,2.0,2.2,45.97,3.25,50000.0
Villa,1227.4,5.0,0.1,2.33,5.57,282500.0
Apartment,1887.1,4.0,4.0,7.87,2.17,252900.0
Apartment,1897.5,3.0,31.7,43.67,8.84,63300.0
Villa,2049.6,5.0,38.5,15.7,4.22,344800.0
Apartment,1159.0,4.0,17.1,50.0,6.63,50000.0
Villa,1690.1,2.0,20.5,34.51,2.43,181600.0
Villa,1753.0,3.0,5.9,6.72,2.86,343000.0
Apartment,1310.3,1.0,22.0,11.92,9.93,86200.0
Apartment,,3.0,5.8,1.17,7.78,158900.0
Villa,2143.8,4.0,24.4,5.82,9.66,356100.0
Apartment,1591.0,3.0,37.3,16.56,,129900.0
Bungalow,1754.4,2.0,7.8,7.04,2.48,250600.0
Bungalow,1171.2,3.0,,12.13,5.53,121700.0
Bungalow,1012.3,4.0,0.9,13.69,5.45,127300.0
Bungalow,1272.2,1.0,15.0,2.92,2.57,155700.0
Villa,1450.4,3.0,4.4,20.85,7.6,191500.0
Bungalow,1074.3,2.0,14.1,6.16,4.26,152800.0
Apartment,1496.1,3.0,6.9,2.36,2.68,198600.0
Apartment,,2.0,14.9,20.06,3.99,50000.0
Bungalow,1052.0,3.0,16.7,5.41,6.07,155900.0
Villa,1768.4,,12.0,13.88,7.54,238900.0
Bungalow,,2.0,26.3,7.94,5.34,194100.0
Bungalow,1343.2,5.0,36.8,4.81,5.73,201400.0
Townhouse,1092.9,1.0,16.0,16.6,2.25,88600.0
Townhouse,1089.0,,7.7,8.78,9.23,116400.0
Villa,1350.7,,10.8,4.95,9.36,192100.0
Apartment,1757.8,3.0,34.2,1.16,7.15,213700.0
Villa,1871.3,3.0,22.9,22.58,1.16,261300.0
Apartment,,2.0,18.2,0.5,5.83,129100.0
Bungalow,1038.6,2.0,6.0,,6.66,56000.0
Bungalow,1607.1,3.0,18.0,4.46,9.95,215300.0
Bungalow,1170.6,3.0,11.1,10.2,9.96,129700.0
Apartment,1292.7,4.0,37.7,25.54,8.72,79000.0
Apartment,2030.1,3.0,35.4,1.65,1.57,270600.0
Villa,1830.8,3.0,3.4,8.37,,270000.0
Apartment,1563.2,2.0,20.7,14.46,6.51,100300.0
Townhouse,991.2,2.0,9.0,14.17,8.21,70500.0
Apartment,1584.6,2.0,16.4,7.46,4.66,167100.0
Apartment,1925.1,2.0,35.1,,,183300.0
Apartment,1349.7,2.0,21.1,14.17,5.17,137700.0
Bungalow,2040.4,3.0,,18.39,2.32,189000.0
Bungalow,2017.1,3.0,8.3,14.35,4.21,265400.0
Apartment,2165.5,5.0,32.0,4.37,8.72,276700.0
Apartment,1622.1,2.0,25.0,50.0,1.34,55900.0
Villa,1735.0,3.0,18.7,5.7,2.36,230600.0
Apartment,2065.7,4.0,,0.5,2.13,309200.0
Bungalow,1679.0,3.0,13.4,4.5,4.63,207200.0
Bungalow,1299.5,2.0,38.4,1.37,9.97,132600.0
Apartment,1320.6,,20.8,1.29,2.56,150600.0
Apartment,1595.4,1.0,16.0,3.31,2.31,177400.0
Townhouse,,2.0,20.9,0.55,9.24,111800.0
Villa,,4.0,31.2,11.66,8.94,244600.0
Bungalow,1938.6,1.0,13.6,0.77,1.29,269700.0
Apartment,623.5,2.0,7.1,2.27,7.77,58400.0
Villa,2113.8,4.0,,0.98,6.9,359700.0
Apartment,1948.9,4.0,26.6,0.65,7.91,215200.0
Villa,,,28.5,3.12,5.45,222500.0
Townhouse,1717.4,3.0,35.3,8.48,9.92,186200.0
Apartment,1501.3,3.0,14.8,33.43,1.39,118700.0
Apartment,1992.0,2.0,3.0,20.84,3.11,197100.0
Apartment,1893.1,3.0,38.3,20.87,4.57,151800.0
Apartment,940.0,3.0,17.4,1.94,5.05,131300.0
Apartment,1734.9,5.0,24.9,,9.29,191100.0
Apartment,1417.7,1.0,26.7,0.79,6.04,156800.0
Bungalow,1533.1,3.0,21.9,15.07,1.41,182000.0
Villa,1208.7,2.0,8.2,0.72,4.67,263800.0
Apartment,2199.3,3.0,30.2,8.13,4.75,210000.0
Townhouse,1916.0,1.0,32.2,2.85,9.69,216800.0
Apartment,,2.0,22.1,2.79,6.39,112300.0
Townhouse,966.2,4.0,19.5,46.8,6.72,50000.0
Apartment,1345.7,3.0,4.6,14.14,7.42,126000.0
Townhouse,1673.8,3.0,3.4,18.14,7.93,144100.0
Bungalow,1596.1,2.0,13.6,8.49,6.72,180900.0
Bungalow,2001.3,2.0,12.4,20.48,3.13,195200.0
Townhouse,1816.0,3.0,38.1,10.37,8.87,163300.0
Apartment,1887.8,4.0,31.3,29.22,7.59,152600.0
Townhouse,1630.7,5.0,26.4,3.3,7.68,198800.0
Apartment,944.3,3.0,,9.05,9.97,55600.0
Apartment,1421.7,3.0,6.7,11.72,8.22,106800.0
Apartment,1924.0,4.0,39.1,4.99,8.46,202400.0
Villa,1479.4,3.0,15.0,21.18,9.56,219500.0
Apartment,1701.2,,4.3,39.02,2.36,93600.0
Villa,1372.5,2.0,19.8,6.81,5.48,207800.0
Villa,1088.1,4.0,35.0,4.95,6.23,217200.0
Bungalow,1450.7,3.0,35.5,6.39,3.96,178900.0
Bungalow,1623.6,4.0,0.4,19.16,8.55,227500.0
Villa,1237.7,4.0,35.5,10.37,7.86,205000.0
Apartment,1405.7,2.0,10.9,0.5,7.49,158500.0
Apartment,1124.2,4.0,1.6,7.81,9.97,139700.0
Apartment,1947.7,4.0,33.9,0.5,3.33,270400.0
Apartment,1382.2,2.0,34.6,,7.62,97500.0
Apartment,2081.1,2.0,23.8,3.98,5.96,218800.0
Apartment,,1.0,23.0,6.39,3.82,252900.0
Townhouse,1467.6,3.0,32.5,16.03,2.45,145000.0
Villa,1096.6,3.0,31.5,0.5,9.06,194300.0
Apartment,665.6,3.0,35.6,1.73,6.36,53500.0
Villa,911.2,2.0,22.1,5.07,8.42,124900.0
Apartment,950.5,4.0,38.7,2.61,5.91,129700.0
Villa,2051.4,2.0,39.8,4.12,2.98,265000.0
Bungalow,1546.3,,4.7,50.0,,66900.0
Villa,1655.8,3.0,34.0,17.45,4.43,232500.0
Villa,611.8,3.0,20.0,21.53,9.76,129600.0
Townhouse,1020.8,2.0,15.5,27.65,1.05,50000.0
Townhouse,1854.8,2.0,24.5,4.17,9.87,170300.0
Bungalow,1614.7,2.0,2.2,3.53,,190100.0
Villa,1441.1,4.0,20.3,2.67,9.97,250900.0
Bungalow,1725.9,4.0,34.8,17.73,5.29,184400.0
Apartment,2154.3,3.0,8.5,11.38,9.67,214800.0
Apartment,1411.6,4.0,17.1,2.69,4.56,159300.0
Apartment,,4.0,37.6,4.73,1.24,202500.0
Villa,1577.0,2.0,17.1,7.07,3.02,211000.0
Villa,2456.8,5.0,14.3,7.51,,381600.0
Apartment,660.3,4.0,17.6,21.96,,50000.0
Townhouse,1773.3,2.0,20.8,4.79,5.91,214700.0
Townhouse,1454.1,2.0,25.3,23.92,1.68,148500.0
Bungalow,,2.0,32.0,5.82,,202800.0
Villa,1237.1,2.0,18.1,13.72,1.79,228900.0
Townhouse,1480.4,4.0,32.7,26.63,8.74,100100.0
Apartment,1784.6,3.0,21.3,,6.32,122500.0
Bungalow,2745.2,4.0,13.5,0.59,9.12,399300.0
Apartment,1823.2,4.0,26.3,2.3,,230300.0
Bungalow,1160.8,,28.7,6.48,9.74,131600.0
Apartment,1330.5,3.0,22.3,5.65,5.59,157900.0
Townhouse,1318.6,1.0,2.3,10.24,,119800.0
Townhouse,781.7,2.0,6.8,,6.19,50000.0
Apartment,1368.0,3.0,11.4,1.19,,141900.0
Villa,,1.0,11.3,6.01,8.61,246600.0
Townhouse,,1.0,26.9,2.14,6.8,99200.0
Villa,1919.4,4.0,0.7,22.45,8.21,267300.0
Townhouse,1695.1,3.0,30.2,33.4,,118800.0
Villa,1206.3,2.0,10.6,6.51,2.72,226700.0
Apartment,1443.4,3.0,12.4,1.1,6.85,153700.0
Apartment,2139.3,4.0,21.1,15.38,2.8,212400.0
Apartment,1793.4,2.0,8.6,11.94,6.25,166900.0
Bungalow,1503.5,1.0,35.4,4.38,7.1,145700.0
Apartment,,5.0,,21.84,9.98,133200.0
Villa,1530.6,2.0,17.8,37.23,1.27,153600.0
Villa,1295.3,2.0,34.0,8.16,1.82,204400.0
Villa,658.1,3.0,24.6,8.34,1.69,181000.0
Townhouse,2316.9,4.0,11.7,3.53,4.59,306200.0
Townhouse,1562.1,2.0,16.8,8.78,8.39,135100.0
Villa,1659.3,2.0,28.3,5.79,8.6,243500.0
Bungalow,1476.8,2.0,38.9,3.6,7.63,194000.0
Bungalow,1206.0,5.0,35.7,0.7,9.07,189400.0
Villa,1425.6,,13.7,2.91,3.91,261700.0
Townhouse,860.2,3.0,39.9,2.2,1.79,99500.0
Apartment,2410.8,5.0,0.1,7.81,1.52,345300.0
Apartment,1006.2,2.0,1.1,9.2,8.67,124300.0
Townhouse,1087.2,5.0,33.0,9.38,7.57,114700.0
Villa,1323.9,5.0,8.0,4.91,7.29,242300.0
Bungalow,2015.2,4.0,2.4,5.47,4.06,291500.0
Townhouse,1505.8,2.0,9.5,17.97,4.42,151900.0
Apartment,1005.5,3.0,17.0,6.47,9.62,87400.0
Townhouse,2001.7,4.0,29.2,44.04,1.57,126100.0
Villa,1792.4,5.0,25.0,5.79,7.96,306200.0
Villa,1715.4,2.0,9.5,10.49,3.79,276400.0
Bungalow,1786.3,4.0,20.1,0.52,,269200.0
Townhouse,2457.7,2.0,37.0,10.59,7.68,256100.0
Apartment,2374.0,2.0,32.6,19.07,3.98,238700.0
Villa,1225.3,3.0,12.9,28.55,7.5,154700.0
Bungalow,2149.6,4.0,39.3,50.0,7.37,138300.0
Bungalow,1653.3,3.0,28.3,3.32,5.81,232600.0
Bungalow,1699.6,3.0,2.5,8.57,,192900.0
Apartment,823.1,,1.4,5.99,6.23,101100.0
Apartment,1431.8,3.0,6.7,8.3,3.58,158900.0
Apartment,1174.9,3.0,29.1,1.71,7.61,116000.0
Bungalow,1831.2,3.0,7.3,19.39,6.3,181700.0
Apartment,1928.4,3.0,20.5,24.03,1.11,216200.0
Apartment,,3.0,3.7,5.97,9.11,102700.0
Townhouse,1491.2,5.0,36.8,3.29,5.91,195000.0
Apartment,1948.7,3.0,13.8,1.52,,223900.0
Townhouse,1425.3,4.0,36.3,11.51,,138800.0
Bungalow,1791.6,1.0,37.8,3.74,5.0,222000.0
Bungalow,,2.0,0.2,24.03,5.57,178500.0
Apartment,1636.7,3.0,18.6,11.12,4.74,134200.0
Apartment,,1.0,1.0,10.38,5.04,129700.0
Bungalow,1013.4,,36.3,8.2,,66500.0
Bungalow,1051.4,3.0,20.7,,,182100.0
Bungalow,1783.7,1.0,3.0,,2.14,167200.0
Apartment,1507.8,2.0,4.4,9.89,6.49,126600.0
Bungalow,1444.6,3.0,,50.0,9.96,50000.0
Bungalow,1330.4,3.0,37.6,7.71,6.36,151500.0
Bungalow,1377.9,5.0,27.7,12.38,8.07,187600.0
Bungalow,1918.8,3.0,34.7,0.58,7.92,265300.0
Bungalow,1365.9,3.0,14.7,9.99,4.15,152000.0
Bungalow,963.6,5.0,1.7,14.47,4.35,185700.0
Apartment,1797.5,4.0,39.0,15.07,7.52,203000.0
Villa,1418.0,2.0,0.7,14.7,5.5,196200.0
Apartment,1512.6,2.0,,2.57,6.14,151700.0
Villa,,3.0,14.7,37.05,7.42,268200.0
Villa,1491.8,3.0,,50.0,8.0,146500.0
Apartment,,4.0,27.6,0.79,3.44,207200.0
Apartment,1028.4,4.0,39.2,27.56,,78100.0
Apartment,1412.1,3.0,38.6,3.42,3.63,220300.0
Bungalow,1743.8,5.0,6.4,11.69,,245800.0
Townhouse,,3.0,7.2,4.13,4.08,105400.0
Apartment,,2.0,22.6,34.34,6.12,74300.0
Townhouse,1540.3,4.0,25.5,1.07,1.48,227900.0
Villa,1516.5,2.0,29.6,6.89,5.59,223700.0
Apartment,1914.9,4.0,7.2,5.59,4.31,251000.0
Apartment,1633.8,5.0,38.4,3.95,5.81,181700.0
Villa,2091.2,3.0,25.5,10.37,4.8,299600.0
Bungalow,,3.0,,1.4,3.56,177100.0
Bungalow,1554.4,3.0,21.6,12.61,,131200.0
Apartment,1533.8,3.0,,39.42,,99900.0
Apartment,1072.3,3.0,39.1,16.32,7.13,50000.0
Villa,1882.5,3.0,23.3,19.66,9.32,208400.0
Apartment,2429.9,4.0,34.7,4.46,5.85,277500.0
Apartment,1493.2,3.0,38.1,3.93,8.89,153500.0
Apartment,1702.0,2.0,27.0,7.28,2.12,206900.0
Bungalow,1533.8,3.0,22.0,0.5,5.44,215900.0
Townhouse,1214.6,4.0,0.1,29.07,5.11,93100.0
Villa,771.7,3.0,1.6,1.55,1.07,219500.0
Townhouse,1217.7,3.0,8.0,23.33,4.99,79800.0
Apartment,943.2,4.0,7.4,0.87,4.32,142400.0
Villa,2181.6,3.0,10.2,17.29,7.03,277700.0
Apartment,1454.0,3.0,12.2,1.65,9.44,162300.0
Bungalow,1361.6,4.0,14.4,0.5,1.77,225000.0
Townhouse,1855.7,2.0,16.8,12.71,3.95,174300.0
Bungalow,1051.3,5.0,4.0,3.29,,192600.0
Apartment,1193.3,2.0,1.7,12.53,5.1,107500.0
Bungalow,1527.2,1.0,27.0,8.1,7.97,172100.0
Apartment,1911.5,4.0,21.5,1.15,4.99,213100.0
Townhouse,1700.7,2.0,17.8,26.9,1.24,138000.0
Villa,1599.3,4.0,25.4,6.02,7.39,256400.0
Villa,1531.2,4.0,33.1,13.26,8.96,249000.0
Villa,1660.1,4.0,17.1,6.95,5.63,302400.0
Bungalow,1580.7,5.0,25.6,9.27,6.23,229300.0
Apartment,1088.0,2.0,,3.61,2.47,96700.0
Bungalow,1518.4,4.0,33.6,2.24,2.99,244400.0
Apartment,1070.5,2.0,17.0,,3.12,73400.0
Bungalow,1532.4,,25.8,5.8,4.88,164400.0
Bungalow,1307.7,4.0,7.1,4.94,9.35,155600.0
Bungalow,2515.8,3.0,22.4,11.16,,298700.0
Villa,1484.0,3.0,39.3,11.73,2.73,250800.0
Villa,938.3,3.0,20.7,0.5,,152700.0
Apartment,1446.3,3.0,37.1,4.14,4.46,186200.0
Bungalow,1707.7,5.0,16.3,,6.61,252000.0
Apartment,2169.3,1.0,40.0,1.02,4.96,191100.0
Villa,,3.0,23.2,2.69,4.53,240900.0
Apartment,867.0,4.0,1.7,0.53,6.08,149100.0
Apartment,1826.7,3.0,,50.0,,91700.0
Bungalow,947.8,1.0,11.0,13.34,1.71,118400.0
Apartment,1325.5,3.0,1.3,0.92,1.22,158400.0
Bungalow,1397.0,2.0,32.8,0.5,3.26,178400.0
Apartment,1472.1,2.0,11.0,12.7,1.82,127300.0
Apartment,1775.7,4.0,31.9,5.78,4.03,248000.0
Villa,1226.5,3.0,11.5,15.46,7.96,201000.0
Apartment,1390.5,5.0,7.8,25.7,7.45,178000.0
Apartment,1494.3,4.0,39.0,9.15,6.5,147000.0
Bungalow,1559.8,3.0,14.5,2.07,8.67,189500.0
Apartment,1539.1,1.0,24.1,15.24,3.54,114900.0
Bungalow,1674.4,3.0,24.4,31.19,8.97,151800.0
Apartment,1837.5,,22.4,8.68,4.59,177600.0
Apartment,1657.1,5.0,36.6,11.46,4.61,195200.0
Bungalow,1681.4,2.0,27.0,4.12,4.65,209200.0
Apartment,867.1,2.0,16.1,4.81,1.88,94800.0
Apartment,1520.1,3.0,34.5,13.27,9.78,108200.0
Apartment,1691.8,2.0,7.2,26.28,2.25,128800.0
Apartment,1791.6,,21.8,9.92,4.07,174400.0
Bungalow,1223.1,3.0,38.0,15.6,3.87,130300.0
Apartment,1236.4,1.0,25.0,1.88,1.67,147400.0
Bungalow,1270.4,,32.7,2.38,2.37,189700.0
Townhouse,1714.6,3.0,26.1,7.59,1.4,192500.0
Villa,1913.6,4.0,33.6,1.94,3.63,324700.0
Townhouse,1337.0,3.0,,,8.8,104600.0
Apartment,1863.2,3.0,10.9,3.45,4.05,230300.0
Townhouse,1549.4,3.0,6.8,15.68,2.11,161300.0
Apartment,1450.3,3.0,19.4,16.51,6.81,127400.0
Bungalow,1415.4,5.0,,6.23,9.97,214300.0
Villa,1798.6,1.0,9.1,1.99,3.09,237400.0
Apartment,1630.2,3.0,0.2,10.41,3.52,195000.0
Bungalow,2410.3,4.0,13.7,49.32,,166200.0
Bungalow,1159.1,4.0,,9.74,2.61,169200.0
Apartment,1707.2,2.0,27.8,0.5,5.6,169100.0
Apartment,1288.3,2.0,,0.5,3.16,176300.0
Bungalow,1152.3,4.0,7.7,3.86,9.39,183600.0
Bungalow,1495.7,1.0,14.2,2.18,,172900.0
Townhouse,1554.9,4.0,6.8,16.77,8.33,175400.0
Bungalow,2667.3,4.0,4.3,18.63,3.83,311800.0
Townhouse,1426.3,4.0,36.3,2.99,4.63,173100.0
Bungalow,,2.0,39.9,3.94,3.18,146300.0
Apartment,1609.2,4.0,6.6,2.7,9.02,180300.0
Apartment,670.1,3.0,2.2,23.9,9.23,50000.0
Bungalow,1463.2,4.0,13.2,6.98,4.77,202500.0
Bungalow,1506.4,1.0,18.5,10.68,6.91,156900.0
Apartment,1817.8,1.0,8.2,5.37,2.49,235000.0
Apartment,1889.4,3.0,12.1,9.97,4.91,192000.0
Townhouse,1298.6,2.0,8.0,4.88,6.68,141800.0
Villa,1439.8,3.0,31.0,4.15,4.47,273000.0
Villa,1193.6,5.0,28.5,10.06,4.22,255900.0
Villa,1048.8,3.0,25.4,8.94,1.01,200700.0
Apartment,1624.0,4.0,15.5,3.47,8.24,183400.0
Apartment,990.6,1.0,,1.62,9.0,60100.0
Apartment,1334.1,,38.8,4.6,9.73,136900.0
Apartment,1101.9,1.0,6.9,5.36,7.47,82200.0
Bungalow,1719.9,2.0,8.9,9.91,5.94,200000.0
Villa,2220.6,5.0,21.0,,3.42,315000.0
Bungalow,979.4,1.0,3.7,0.5,9.99,123300.0
Townhouse,758.8,3.0,17.5,2.79,6.31,96800.0
Apartment,1450.0,3.0,,2.15,7.13,142300.0
Bungalow,1506.3,5.0,20.9,6.98,7.14,196400.0
Villa,1587.5,2.0,13.2,5.62,8.61,202600.0
Townhouse,1321.5,2.0,21.7,13.06,1.09,117600.0
Apartment,1419.7,1.0,38.4,2.78,2.98,151800.0
Bungalow,1647.0,3.0,8.2,9.03,6.99,230000.0
Bungalow,,2.0,26.2,21.53,9.06,179700.0
Apartment,718.0,4.0,1.7,24.16,7.17,50000.0
Apartment,1352.4,3.0,2.7,31.89,4.72,78900.0
Bungalow,1585.5,3.0,22.1,14.84,4.25,198200.0
Bungalow,1132.8,3.0,4.2,23.64,7.64,103100.0
Apartment,,1.0,0.9,2.67,7.67,265000.0
Bungalow,1245.8,3.0,6.9,2.2,6.46,176600.0
Apartment,,,,,3.62,242600.0
Bungalow,1722.4,4.0,28.1,12.27,9.33,216000.0
Apartment,1263.5,4.0,8.1,27.72,5.97,105200.0
Townhouse,761.4,4.0,26.7,2.07,8.11,59100.0
Apartment,1328.5,2.0,7.3,10.13,2.93,152200.0
Apartment,1911.8,2.0,24.5,13.72,4.1,177100.0
Apartment,1365.2,1.0,,26.26,8.87,50000.0
Apartment,1161.4,2.0,26.2,,1.45,79600.0
Villa,,2.0,39.8,35.16,5.61,186500.0
Apartment,1367.7,3.0,37.5,4.23,5.34,147000.0
Bungalow,,3.0,0.2,,,150400.0
Apartment,1559.8,4.0,35.4,7.83,3.54,152400.0
Apartment,1808.3,4.0,2.7,4.84,2.97,249000.0
Apartment,2452.7,5.0,38.1,0.5,9.34,318800.0
Apartment,1830.9,1.0,11.3,13.16,6.15,158800.0
Apartment,1963.9,1.0,15.3,13.93,1.94,206500.0
Villa,1297.6,3.0,3.7,13.74,2.74,225000.0
Villa,1089.7,2.0,4.5,4.23,9.99,184800.0
Villa,1524.9,2.0,29.1,7.39,2.76,226900.0
Villa,1542.9,2.0,37.8,,6.49,205700.0
Villa,1068.6,2.0,24.4,0.5,4.78,242500.0
Apartment,1429.9,3.0,28.6,8.27,8.97,154200.0
Villa,1659.7,,30.5,1.32,,245900.0
Townhouse,1644.2,,10.5,,6.37,212200.0
Villa,1701.7,3.0,1.8,14.09,1.1,279600.0
Bungalow,1616.4,3.0,0.1,0.5,8.92,216300.0
Apartment,1297.2,2.0,14.0,31.94,5.0,50000.0
Bungalow,1294.4,2.0,9.7,7.24,9.38,148900.0
Bungalow,,2.0,2.5,40.76,5.46,50000.0
Villa,2213.9,4.0,7.2,0.6,7.25,379300.0
Townhouse,,4.0,5.0,8.76,1.62,203000.0
Apartment,1410.1,3.0,36.6,4.3,7.71,139000.0
Apartment,1128.5,2.0,5.6,18.55,4.04,99500.0
Bungalow,2674.3,3.0,21.5,4.48,4.16,354400.0
Bungalow,1070.7,3.0,23.7,3.02,,165700.0
Apartment,1328.5,3.0,21.7,19.49,2.32,115100.0
Apartment,1666.3,3.0,4.0,4.69,2.67,215100.0
Apartment,1740.1,3.0,12.8,0.5,3.95,210700.0
Apartment,1883.2,,2.1,4.95,9.03,225400.0
Bungalow,2223.0,4.0,15.8,10.63,4.31,268200.0
Villa,1702.5,2.0,7.5,2.94,7.52,263400.0
Apartment,1077.6,,22.5,5.66,1.74,156300.0
Apartment,1397.2,2.0,27.7,0.58,6.32,124100.0
Apartment,1623.1,1.0,21.3,8.87,5.34,109700.0
Apartment,2327.3,5.0,17.4,14.12,9.8,255300.0
Bungalow,940.9,5.0,15.5,5.33,8.62,115800.0
Townhouse,1981.0,1.0,33.7,5.45,5.09,173200.0
Bungalow,1572.0,,8.8,0.92,7.98,229700.0
Apartment,,2.0,29.4,2.26,2.74,203700.0
Townhouse,1459.2,,30.3,1.68,6.06,201400.0
Bungalow,1163.0,4.0,16.8,6.57,1.67,160700.0
Bungalow,1800.3,5.0,11.9,7.53,4.13,264100.0
Villa,1761.8,3.0,,29.75,3.03,233600.0
Apartment,1888.8,3.0,3.7,0.76,7.47,204200.0
Apartment,1494.7,3.0,,9.16,5.41,185000.0
Apartment,1260.1,2.0,4.5,7.48,7.76,125700.0
Apartment,876.5,5.0,7.5,7.26,5.64,89900.0
Apartment,1827.7,4.0,20.2,20.65,1.78,189400.0
Villa,1669.6,3.0,34.0,2.3,7.62,278700.0
Bungalow,,2.0,9.4,0.5,8.5,131600.0
Villa,1284.6,2.0,37.4,11.16,9.13,145900.0
Apartment,1313.3,1.0,38.2,4.23,,111800.0
Townhouse,906.8,4.0,38.4,0.5,,161200.0
Townhouse,1172.9,3.0,33.5,2.9,7.77,121500.0
Bungalow,1046.5,2.0,14.6,3.7,2.4,179000.0
Townhouse,1335.0,3.0,2.9,9.59,2.48,150000.0
Villa,1204.5,4.0,22.8,1.89,1.64,265200.0
Townhouse,849.2,2.0,,5.33,3.88,104700.0
Apartment,,4.0,34.0,6.59,,269100.0
Apartment,2001.0,4.0,39.8,6.15,9.98,205900.0
Apartment,1188.4,5.0,20.3,36.47,4.88,83100.0
Apartment,1609.0,3.0,,0.5,7.54,227300.0
Apartment,1667.0,2.0,7.4,30.15,7.24,102900.0
Bungalow,1976.4,3.0,0.2,8.72,2.84,254200.0
Bungalow,1172.6,2.0,20.4,15.88,1.53,123000.0
Villa,1936.8,2.0,22.2,5.63,5.91,341200.0
Apartment,1280.8,3.0,33.0,6.05,7.3,127500.0
Bungalow,965.7,3.0,20.2,21.15,9.98,55500.0
Bungalow,1789.7,4.0,36.7,22.63,4.23,168700.0
Apartment,,1.0,25.1,2.73,9.07,153400.0
Bungalow,2535.2,3.0,33.6,2.22,4.44,335300.0
Apartment,1020.1,,5.9,6.86,7.2,133200.0
Apartment,1779.6,4.0,34.2,23.05,6.38,143800.0
Townhouse,1336.1,4.0,27.0,3.89,1.48,188900.0
Apartment,1813.3,4.0,,10.56,1.71,202300.0
Villa,911.8,5.0,7.6,12.32,1.19,221600.0
Townhouse,994.9,2.0,37.1,15.08,4.34,77900.0
Bungalow,1189.7,,1.3,8.3,7.71,140700.0
Apartment,1531.6,1.0,18.5,5.15,2.55,187700.0
Apartment,1243.6,1.0,12.5,34.12,6.45,50000.0
Apartment,1763.6,,26.6,9.45,3.6,181300.0
Bungalow,1910.8,2.0,33.6,13.04,8.17,207700.0
Villa,1739.8,2.0,14.4,4.23,8.19,264600.0
Apartment,2147.5,2.0,17.1,11.09,7.98,200200.0
Townhouse,1666.3,,39.3,2.98,5.72,134900.0
Villa,1013.2,5.0,31.4,2.81,3.56,265400.0
Apartment,2045.4,1.0,35.9,12.54,8.28,158400.0
Villa,1257.9,4.0,17.6,7.37,2.67,260100.0
Bungalow,1864.2,2.0,9.4,11.5,3.61,233500.0
Apartment,2129.5,5.0,16.5,3.14,2.66,279700.0
Apartment,1682.7,4.0,28.6,9.13,7.07,178000.0
Bungalow,901.5,3.0,4.4,5.87,,151300.0
Villa,1132.7,3.0,10.8,9.09,6.87,178400.0
Villa,2029.1,1.0,1.9,,4.74,350800.0
Villa,1432.4,5.0,17.3,12.57,1.9,258000.0
Apartment,1531.8,4.0,,16.4,9.2,107700.0
Apartment,1803.5,4.0,1.0,3.01,5.57,237300.0
Villa,1778.5,3.0,27.0,3.58,4.66,339700.0
Apartment,1611.5,2.0,37.3,10.82,6.3,98900.0
Apartment,1416.5,4.0,9.5,11.89,2.74,165800.0
Bungalow,1374.9,2.0,27.7,12.18,2.19,165400.0
